,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata,labels_single
2093,2093,0024_004_02346-02410_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_004_02346-02410_4', 'start_frame': 1647, 'end_frame': 1711, 'label': [4], 'view': 'center', 'filenames': '0024_004_02346-02410_4.mp4', 'durations': 64}",4
2094,2094,0024_005_02410-02474_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_005_02410-02474_4', 'start_frame': 2346, 'end_frame': 2410, 'label': [4], 'view': 'center', 'filenames': '0024_005_02410-02474_4.mp4', 'durations': 64}",4
2095,2095,0024_006_03464-03528_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_006_03464-03528_4', 'start_frame': 2410, 'end_frame': 2474, 'label': [4], 'view': 'center', 'filenames': '0024_006_03464-03528_4.mp4', 'durations': 64}",4
2096,2096,0024_007_04412-04476_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_007_04412-04476_4', 'start_frame': 3464, 'end_frame': 3528, 'label': [4], 'view': 'center', 'filenames': '0024_007_04412-04476_4.mp4', 'durations': 64}",4
2097,2097,0024_008_04476-04540_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_008_04476-04540_4', 'start_frame': 4412, 'end_frame': 4476, 'label': [4], 'view': 'center', 'filenames': '0024_008_04476-04540_4.mp4', 'durations': 64}",4
2098,2098,0024_009_04907-04971_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_009_04907-04971_4', 'start_frame': 4476, 'end_frame': 4540, 'label': [4], 'view': 'center', 'filenames': '0024_009_04907-04971_4.mp4', 'durations': 64}",4
2099,2099,0024_010_04971-05035_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_010_04971-05035_4', 'start_frame': 4907, 'end_frame': 4971, 'label': [4], 'view': 'center', 'filenames': '0024_010_04971-05035_4.mp4', 'durations': 64}",4
2100,2100,0024_011_05594-05658_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_011_05594-05658_4', 'start_frame': 4971, 'end_frame': 5035, 'label': [4], 'view': 'center', 'filenames': '0024_011_05594-05658_4.mp4', 'durations': 64}",4
2101,2101,0024_012_05658-05722_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_012_05658-05722_4', 'start_frame': 5594, 'end_frame': 5658, 'label': [4], 'view': 'center', 'filenames': '0024_012_05658-05722_4.mp4', 'durations': 64}",4
2102,2102,0024_013_06653-06717_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_013_06653-06717_4', 'start_frame': 5658, 'end_frame': 5722, 'label': [4], 'view': 'center', 'filenames': '0024_013_06653-06717_4.mp4', 'durations': 64}",4
2103,2103,0024_014_07142-07206_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_014_07142-07206_2', 'start_frame': 6653, 'end_frame': 6717, 'label': [2], 'view': 'center', 'filenames': '0024_014_07142-07206_2.mp4', 'durations': 64}",2
2104,2104,0024_015_07206-07270_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0024_015_07206-07270_11', 'start_frame': 7142, 'end_frame': 7206, 'label': [11], 'view': 'center', 'filenames': '0024_015_07206-07270_11.mp4', 'durations': 64}",11
2106,2106,0024_017_07307-07371_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_017_07307-07371_8', 'start_frame': 7243, 'end_frame': 7307, 'label': [8], 'view': 'center', 'filenames': '0024_017_07307-07371_8.mp4', 'durations': 64}",8
2108,2108,0024_019_07490-07554_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_019_07490-07554_2', 'start_frame': 7334, 'end_frame': 7398, 'label': [2], 'view': 'center', 'filenames': '0024_019_07490-07554_2.mp4', 'durations': 64}",2
2109,2109,0024_020_07554-07618_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0024_020_07554-07618_11', 'start_frame': 7490, 'end_frame': 7554, 'label': [11], 'view': 'center', 'filenames': '0024_020_07554-07618_11.mp4', 'durations': 64}",11
2111,2111,0024_022_07655-07719_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_022_07655-07719_5', 'start_frame': 7588, 'end_frame': 7652, 'label': [5], 'view': 'center', 'filenames': '0024_022_07655-07719_5.mp4', 'durations': 64}",5
2112,2112,0024_023_08199-08263_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_023_08199-08263_5', 'start_frame': 7655, 'end_frame': 7719, 'label': [5], 'view': 'center', 'filenames': '0024_023_08199-08263_5.mp4', 'durations': 64}",5
2113,2113,0024_024_08869-08933_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_024_08869-08933_2', 'start_frame': 8199, 'end_frame': 8263, 'label': [2], 'view': 'center', 'filenames': '0024_024_08869-08933_2.mp4', 'durations': 64}",2
2114,2114,0024_025_09536-09600_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_025_09536-09600_4', 'start_frame': 8869, 'end_frame': 8933, 'label': [4], 'view': 'center', 'filenames': '0024_025_09536-09600_4.mp4', 'durations': 64}",4
2115,2115,0024_026_09600-09664_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_026_09600-09664_4', 'start_frame': 9536, 'end_frame': 9600, 'label': [4], 'view': 'center', 'filenames': '0024_026_09600-09664_4.mp4', 'durations': 64}",4
2116,2116,0024_027_09852-09916_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_027_09852-09916_4', 'start_frame': 9600, 'end_frame': 9664, 'label': [4], 'view': 'center', 'filenames': '0024_027_09852-09916_4.mp4', 'durations': 64}",4
2117,2117,0024_028_09916-09980_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_028_09916-09980_4', 'start_frame': 9852, 'end_frame': 9916, 'label': [4], 'view': 'center', 'filenames': '0024_028_09916-09980_4.mp4', 'durations': 64}",4
2118,2118,0024_029_09980-10044_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_029_09980-10044_4', 'start_frame': 9916, 'end_frame': 9980, 'label': [4], 'view': 'center', 'filenames': '0024_029_09980-10044_4.mp4', 'durations': 64}",4
2119,2119,0024_030_10136-10200_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_030_10136-10200_4', 'start_frame': 9980, 'end_frame': 10044, 'label': [4], 'view': 'center', 'filenames': '0024_030_10136-10200_4.mp4', 'durations': 64}",4
2120,2120,0024_031_10982-11046_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_031_10982-11046_4', 'start_frame': 10136, 'end_frame': 10200, 'label': [4], 'view': 'center', 'filenames': '0024_031_10982-11046_4.mp4', 'durations': 64}",4
2121,2121,0024_032_11046-11110_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_032_11046-11110_4', 'start_frame': 10982, 'end_frame': 11046, 'label': [4], 'view': 'center', 'filenames': '0024_032_11046-11110_4.mp4', 'durations': 64}",4
2122,2122,0024_033_11057-11121_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_033_11057-11121_4', 'start_frame': 11046, 'end_frame': 11110, 'label': [4], 'view': 'center', 'filenames': '0024_033_11057-11121_4.mp4', 'durations': 64}",4
2123,2123,0024_034_13085-13149_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_034_13085-13149_4', 'start_frame': 11057, 'end_frame': 11121, 'label': [4], 'view': 'center', 'filenames': '0024_034_13085-13149_4.mp4', 'durations': 64}",4
2124,2124,0024_035_13149-13213_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_035_13149-13213_5', 'start_frame': 13085, 'end_frame': 13149, 'label': [5], 'view': 'center', 'filenames': '0024_035_13149-13213_5.mp4', 'durations': 64}",5
2125,2125,0024_036_14314-14378_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_036_14314-14378_5', 'start_frame': 13149, 'end_frame': 13213, 'label': [5], 'view': 'center', 'filenames': '0024_036_14314-14378_5.mp4', 'durations': 64}",5
2126,2126,0024_037_14378-14442_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_037_14378-14442_6', 'start_frame': 14314, 'end_frame': 14378, 'label': [6], 'view': 'center', 'filenames': '0024_037_14378-14442_6.mp4', 'durations': 64}",6
2127,2127,0024_038_14442-14506_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_038_14442-14506_6', 'start_frame': 14378, 'end_frame': 14442, 'label': [6], 'view': 'center', 'filenames': '0024_038_14442-14506_6.mp4', 'durations': 64}",6
2128,2128,0024_039_14595-14659_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_039_14595-14659_6', 'start_frame': 14442, 'end_frame': 14506, 'label': [6], 'view': 'center', 'filenames': '0024_039_14595-14659_6.mp4', 'durations': 64}",6
2129,2129,0024_040_14659-14723_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_040_14659-14723_2', 'start_frame': 14595, 'end_frame': 14659, 'label': [2], 'view': 'center', 'filenames': '0024_040_14659-14723_2.mp4', 'durations': 64}",2
2130,2130,0024_041_14984-15048_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_041_14984-15048_2', 'start_frame': 14659, 'end_frame': 14723, 'label': [2], 'view': 'center', 'filenames': '0024_041_14984-15048_2.mp4', 'durations': 64}",2
2131,2131,0024_042_15048-15112_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_042_15048-15112_4', 'start_frame': 14984, 'end_frame': 15048, 'label': [4], 'view': 'center', 'filenames': '0024_042_15048-15112_4.mp4', 'durations': 64}",4
2132,2132,0024_043_15058-15122_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_043_15058-15122_4', 'start_frame': 15048, 'end_frame': 15112, 'label': [4], 'view': 'center', 'filenames': '0024_043_15058-15122_4.mp4', 'durations': 64}",4
2133,2133,0024_044_15442-15506_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_044_15442-15506_4', 'start_frame': 15058, 'end_frame': 15122, 'label': [4], 'view': 'center', 'filenames': '0024_044_15442-15506_4.mp4', 'durations': 64}",4
2134,2134,0024_045_15485-15549_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_045_15485-15549_4', 'start_frame': 15442, 'end_frame': 15506, 'label': [4], 'view': 'center', 'filenames': '0024_045_15485-15549_4.mp4', 'durations': 64}",4
2135,2135,0024_046_15585-15649_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_046_15585-15649_4', 'start_frame': 15485, 'end_frame': 15549, 'label': [4], 'view': 'center', 'filenames': '0024_046_15585-15649_4.mp4', 'durations': 64}",4
2136,2136,0024_047_15660-15724_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_047_15660-15724_4', 'start_frame': 15585, 'end_frame': 15649, 'label': [4], 'view': 'center', 'filenames': '0024_047_15660-15724_4.mp4', 'durations': 64}",4
2137,2137,0024_048_15724-15788_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_048_15724-15788_4', 'start_frame': 15660, 'end_frame': 15724, 'label': [4], 'view': 'center', 'filenames': '0024_048_15724-15788_4.mp4', 'durations': 64}",4
2138,2138,0024_049_15775-15839_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_049_15775-15839_4', 'start_frame': 15724, 'end_frame': 15788, 'label': [4], 'view': 'center', 'filenames': '0024_049_15775-15839_4.mp4', 'durations': 64}",4
2139,2139,0024_050_15839-15903_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_050_15839-15903_4', 'start_frame': 15775, 'end_frame': 15839, 'label': [4], 'view': 'center', 'filenames': '0024_050_15839-15903_4.mp4', 'durations': 64}",4
2140,2140,0024_051_16044-16108_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_051_16044-16108_4', 'start_frame': 15839, 'end_frame': 15903, 'label': [4], 'view': 'center', 'filenames': '0024_051_16044-16108_4.mp4', 'durations': 64}",4
2141,2141,0024_052_16108-16172_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_052_16108-16172_4', 'start_frame': 16044, 'end_frame': 16108, 'label': [4], 'view': 'center', 'filenames': '0024_052_16108-16172_4.mp4', 'durations': 64}",4
2142,2142,0024_053_16789-16853_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_053_16789-16853_4', 'start_frame': 16108, 'end_frame': 16172, 'label': [4], 'view': 'center', 'filenames': '0024_053_16789-16853_4.mp4', 'durations': 64}",4
2143,2143,0024_054_16853-16917_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_054_16853-16917_4', 'start_frame': 16789, 'end_frame': 16853, 'label': [4], 'view': 'center', 'filenames': '0024_054_16853-16917_4.mp4', 'durations': 64}",4
2144,2144,0024_055_17334-17398_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_055_17334-17398_4', 'start_frame': 16853, 'end_frame': 16917, 'label': [4], 'view': 'center', 'filenames': '0024_055_17334-17398_4.mp4', 'durations': 64}",4
2145,2145,0024_056_17398-17462_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_056_17398-17462_5', 'start_frame': 17334, 'end_frame': 17398, 'label': [5], 'view': 'center', 'filenames': '0024_056_17398-17462_5.mp4', 'durations': 64}",5
2146,2146,0024_057_17462-17526_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_057_17462-17526_5', 'start_frame': 17398, 'end_frame': 17462, 'label': [5], 'view': 'center', 'filenames': '0024_057_17462-17526_5.mp4', 'durations': 64}",5
2148,2148,0024_059_17503-17567_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_059_17503-17567_8', 'start_frame': 17455, 'end_frame': 17519, 'label': [8], 'view': 'center', 'filenames': '0024_059_17503-17567_8.mp4', 'durations': 64}",8
2149,2149,0024_060_17550-17614_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_060_17550-17614_8', 'start_frame': 17503, 'end_frame': 17567, 'label': [8], 'view': 'center', 'filenames': '0024_060_17550-17614_8.mp4', 'durations': 64}",8
2151,2151,0024_062_19022-19086_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_062_19022-19086_2', 'start_frame': 17595, 'end_frame': 17659, 'label': [2], 'view': 'center', 'filenames': '0024_062_19022-19086_2.mp4', 'durations': 64}",2
2152,2152,0024_063_19151-19215_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_063_19151-19215_1', 'start_frame': 19022, 'end_frame': 19086, 'label': [1], 'view': 'center', 'filenames': '0024_063_19151-19215_1.mp4', 'durations': 64}",1
2154,2154,0024_065_19264-19328_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_065_19264-19328_5', 'start_frame': 19200, 'end_frame': 19264, 'label': [5], 'view': 'center', 'filenames': '0024_065_19264-19328_5.mp4', 'durations': 64}",5
2155,2155,0024_066_19386-19450_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_066_19386-19450_5', 'start_frame': 19264, 'end_frame': 19328, 'label': [5], 'view': 'center', 'filenames': '0024_066_19386-19450_5.mp4', 'durations': 64}",5
2156,2156,0024_067_19450-19514_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_067_19450-19514_5', 'start_frame': 19386, 'end_frame': 19450, 'label': [5], 'view': 'center', 'filenames': '0024_067_19450-19514_5.mp4', 'durations': 64}",5
2157,2157,0024_068_19514-19578_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_068_19514-19578_5', 'start_frame': 19450, 'end_frame': 19514, 'label': [5], 'view': 'center', 'filenames': '0024_068_19514-19578_5.mp4', 'durations': 64}",5
2158,2158,0024_069_19642-19706_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_069_19642-19706_5', 'start_frame': 19514, 'end_frame': 19578, 'label': [5], 'view': 'center', 'filenames': '0024_069_19642-19706_5.mp4', 'durations': 64}",5
2159,2159,0024_070_19706-19770_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_070_19706-19770_5', 'start_frame': 19642, 'end_frame': 19706, 'label': [5], 'view': 'center', 'filenames': '0024_070_19706-19770_5.mp4', 'durations': 64}",5
2160,2160,0024_071_19770-19834_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_071_19770-19834_5', 'start_frame': 19706, 'end_frame': 19770, 'label': [5], 'view': 'center', 'filenames': '0024_071_19770-19834_5.mp4', 'durations': 64}",5
2161,2161,0024_072_19834-19898_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_072_19834-19898_5', 'start_frame': 19770, 'end_frame': 19834, 'label': [5], 'view': 'center', 'filenames': '0024_072_19834-19898_5.mp4', 'durations': 64}",5
2162,2162,0024_073_19866-19930_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_073_19866-19930_5', 'start_frame': 19834, 'end_frame': 19898, 'label': [5], 'view': 'center', 'filenames': '0024_073_19866-19930_5.mp4', 'durations': 64}",5
2163,2163,0024_074_19930-19994_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_074_19930-19994_5', 'start_frame': 19866, 'end_frame': 19930, 'label': [5], 'view': 'center', 'filenames': '0024_074_19930-19994_5.mp4', 'durations': 64}",5
2164,2164,0024_075_20089-20153_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0024_075_20089-20153_11', 'start_frame': 19930, 'end_frame': 19994, 'label': [11], 'view': 'center', 'filenames': '0024_075_20089-20153_11.mp4', 'durations': 64}",11
2165,2165,0024_076_20199-20263_5.mp4,,64,center,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_076_20199-20263_5', 'start_frame': 20089, 'end_frame': 20153, 'label': [5], 'view': 'center', 'filenames': '0024_076_20199-20263_5.mp4', 'durations': 64}",5
2166,2166,0024_077_20263-20327_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0024_077_20263-20327_11', 'start_frame': 20199, 'end_frame': 20263, 'label': [11], 'view': 'center', 'filenames': '0024_077_20263-20327_11.mp4', 'durations': 64}",11
2167,2167,0024_078_20710-20774_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0024_078_20710-20774_11', 'start_frame': 20263, 'end_frame': 20327, 'label': [11], 'view': 'center', 'filenames': '0024_078_20710-20774_11.mp4', 'durations': 64}",11
2168,2168,0024_079_20774-20838_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_079_20774-20838_8', 'start_frame': 20710, 'end_frame': 20774, 'label': [8], 'view': 'center', 'filenames': '0024_079_20774-20838_8.mp4', 'durations': 64}",8
2169,2169,0024_080_20776-20840_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_080_20776-20840_8', 'start_frame': 20774, 'end_frame': 20838, 'label': [8], 'view': 'center', 'filenames': '0024_080_20776-20840_8.mp4', 'durations': 64}",8
2170,2170,0024_081_20916-20980_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_081_20916-20980_8', 'start_frame': 20776, 'end_frame': 20840, 'label': [8], 'view': 'center', 'filenames': '0024_081_20916-20980_8.mp4', 'durations': 64}",8
2171,2171,0024_082_20964-21028_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_082_20964-21028_8', 'start_frame': 20916, 'end_frame': 20980, 'label': [8], 'view': 'center', 'filenames': '0024_082_20964-21028_8.mp4', 'durations': 64}",8
2172,2172,0024_083_21181-21245_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_083_21181-21245_8', 'start_frame': 20964, 'end_frame': 21028, 'label': [8], 'view': 'center', 'filenames': '0024_083_21181-21245_8.mp4', 'durations': 64}",8
2173,2173,0024_084_21245-21309_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_084_21245-21309_8', 'start_frame': 21181, 'end_frame': 21245, 'label': [8], 'view': 'center', 'filenames': '0024_084_21245-21309_8.mp4', 'durations': 64}",8
2174,2174,0024_085_21341-21405_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_085_21341-21405_8', 'start_frame': 21245, 'end_frame': 21309, 'label': [8], 'view': 'center', 'filenames': '0024_085_21341-21405_8.mp4', 'durations': 64}",8
2176,2176,0024_087_24883-24947_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0024_087_24883-24947_2', 'start_frame': 21381, 'end_frame': 21445, 'label': [2], 'view': 'center', 'filenames': '0024_087_24883-24947_2.mp4', 'durations': 64}",2
2177,2177,0025_000_02591-02655_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0025_000_02591-02655_4', 'start_frame': 410, 'end_frame': 474, 'label': [4], 'view': 'center', 'filenames': '0025_000_02591-02655_4.mp4', 'durations': 64}",4
2178,2178,0025_001_03905-03969_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0025_001_03905-03969_4', 'start_frame': 2591, 'end_frame': 2655, 'label': [4], 'view': 'center', 'filenames': '0025_001_03905-03969_4.mp4', 'durations': 64}",4
2179,2179,0025_002_04598-04662_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0025_002_04598-04662_4', 'start_frame': 3905, 'end_frame': 3969, 'label': [4], 'view': 'center', 'filenames': '0025_002_04598-04662_4.mp4', 'durations': 64}",4
